"","stimuliShown","group_1","buttonBox_2.started","cross_sel.started","cross_slow.started","dur_fix","dur_selection","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","left_rew_dbl","right_rew_dbl"
"14801",24,"overestimator",951.1906058,"951.8443709","None",139,150,"underestimator",1,"2","4","0",0.589557199999945,62,"sub-032",2,5,1,NA,0,1,NA,1,NA,170,170,170,170,24,"0","sub-032",62,41
"14802",24,"overestimator",955.3503427,"955.9999285","None",131,152,"underestimator",1,"2","4","0",0.58734400000003,50,"sub-032",2,5,1,NA,0,1,NA,1,NA,171,171,171,171,24,"0","sub-032",50,51
"14803",31,"overestimator",959.656909,"960.3058712","None",150,125,"underestimator",1,"3","1","1",0.583089499999915,43,"sub-032",1,2,1,NA,0,0,NA,1,NA,172,172,172,172,31,"1","sub-032",52,43
"14804",34,"overestimator",963.6578529,"964.8253216","None",142,176,"underestimator",1,"3","4","1",1.10406359999979,44,"sub-032",4,6,NA,0,0,0,-1,NA,0,173,173,173,173,34,"1","sub-032",40,44
"14805",43,"overestimator",968.8835414,"969.472507","None",174,122,"underestimator",1,"4","3","0",0.526342099999965,45,"sub-032",4,6,NA,0,0,1,-1,NA,0,174,174,174,174,43,"0","sub-032",45,56
"14806",24,"overestimator",973.049489,"974.3977447","None",169,171,"underestimator",1,"2","4","0",1.28398870000001,61,"sub-032",2,5,1,NA,0,1,NA,1,NA,175,175,175,175,24,"0","sub-032",61,39
"14807",41,"overestimator",978.3326806,"979.4363368","None",159,155,"underestimator",1,"4","1","1",1.04029719999971,77,"sub-032",1,3,1,NA,0,0,NA,1,NA,176,176,176,176,41,"1","sub-032",39,77
"14808",42,"overestimator",983.2836906,"983.824501","None",169,153,"underestimator",1,"4","2","1",0.478470300000026,57,"sub-032",2,5,1,NA,0,0,NA,1,NA,177,177,177,177,42,"1","sub-032",46,57
"14809",42,"overestimator",987.4324717,"987.9558598","None",143,151,"underestimator",1,"4","2","1",0.459648699999889,63,"sub-032",2,5,1,NA,0,0,NA,1,NA,178,178,178,178,42,"1","sub-032",50,63
"14810",24,"overestimator",991.7399353,"992.2712107","None",166,152,"underestimator",1,"2","4","0",0.467070799999874,61,"sub-032",2,5,1,NA,0,1,NA,1,NA,179,179,179,179,24,"0","sub-032",61,41
"14811",41,"overestimator",995.7739696,"996.7211034","None",133,165,"underestimator",1,"4","1","1",0.882377500000075,56,"sub-032",1,3,1,NA,0,0,NA,1,NA,180,180,180,180,41,"1","sub-032",30,56
"14812",32,"overestimator",1078.1036862,"1079.6225658","None",176,149,"underestimator",2,"3","2","0",1.43598899999961,34,"sub-032",3,4,0,NA,0,1,NA,0,NA,1,1,181,1,32,"0","sub-032",34,59
"14813",24,"overestimator",1083.2032332,"1084.289187","None",142,179,"underestimator",2,"2","4","0",1.01836670000012,56,"sub-032",2,5,1,NA,0,1,NA,1,NA,2,2,182,2,24,"0","sub-032",56,46
"14814",32,"overestimator",1088.2790672,"1089.5102855","None",163,145,"underestimator",2,"3","2","1",1.16748320000033,69,"sub-032",2,4,1,NA,0,0,NA,1,NA,3,3,183,3,32,"1","sub-032",53,69
"14815",24,"overestimator",1092.945425,"1094.3096517","None",130,158,"underestimator",2,"2","4","1",1.30085199999985,47,"sub-032",4,5,0,NA,0,0,NA,0,NA,4,4,184,4,24,"1","sub-032",63,47
"14816",24,"overestimator",1098.2349971,"1098.8760916","None",176,172,"underestimator",2,"2","4","0",0.576886400000149,65,"sub-032",2,5,1,NA,0,1,NA,1,NA,5,5,185,5,24,"0","sub-032",65,45
"14817",42,"overestimator",1102.7851606,"1103.5268255","None",159,168,"underestimator",2,"4","2","1",0.677803799999765,60,"sub-032",2,5,1,NA,0,0,NA,1,NA,6,6,186,6,42,"1","sub-032",38,60
"14818",12,"overestimator",1107.1197562,"1108.0297947","None",125,162,"underestimator",2,"1","2","0",0.83037749999994,73,"sub-032",1,1,NA,1,0,1,1,NA,1,7,7,187,7,12,"0","sub-032",73,64
"14819",34,"overestimator",1111.9118154,"1113.4013295","None",166,159,"underestimator",2,"3","4","0",1.42598999999973,46,"sub-032",3,6,NA,1,0,1,-1,NA,1,8,8,188,8,34,"0","sub-032",46,50
"14820",13,"overestimator",1117.0294781,"1118.5897146","None",139,124,"underestimator",2,"1","3","0",1.49828789999992,57,"sub-032",1,2,1,NA,0,1,NA,1,NA,9,9,189,9,13,"0","sub-032",57,54
"14821",43,"overestimator",1121.9532023,"1123.3090767","None",142,146,"underestimator",2,"4","3","0",1.29212159999997,41,"sub-032",4,6,NA,0,0,1,-1,NA,0,10,10,190,10,43,"0","sub-032",41,49
"14822",34,"overestimator",1126.8264706,"1128.0098945","None",139,147,"underestimator",2,"3","4","0",1.12005980000004,23,"sub-032",3,6,NA,1,0,1,-1,NA,1,11,11,191,11,34,"0","sub-032",23,30
"14823",21,"overestimator",1131.4934136,"1132.989592","None",134,163,"underestimator",2,"2","1","0",1.43422650000002,56,"sub-032",2,1,NA,0,0,1,1,NA,0,12,12,192,12,21,"0","sub-032",56,38
"14824",23,"overestimator",1136.9679391,"1138.4727803","None",179,159,"underestimator",2,"2","3","0",1.4407599000001,58,"sub-032",2,4,1,NA,0,1,NA,1,NA,13,13,193,13,23,"0","sub-032",58,67
"14825",42,"overestimator",1142.1174023,"1143.8819105","None",143,156,"underestimator",2,"4","2","0",1.70087639999974,37,"sub-032",4,5,0,NA,0,1,NA,0,NA,14,14,194,14,42,"0","sub-032",37,68
"14826",41,"overestimator",1147.801154,"1148.8180212","None",178,138,"underestimator",2,"4","1","1",0.954259499999807,69,"sub-032",1,3,1,NA,0,0,NA,1,NA,15,15,195,15,41,"1","sub-032",42,69
"14827",32,"overestimator",1152.4688722,"1154.2673837","None",163,160,"underestimator",2,"3","2","1",1.73833820000027,62,"sub-032",2,4,1,NA,0,0,NA,1,NA,16,16,196,16,32,"1","sub-032",62,62
"14828",34,"overestimator",1157.8669367,"1159.09961","None",133,157,"underestimator",2,"3","4","0",1.16838869999992,22,"sub-032",3,6,NA,1,0,1,-1,NA,1,17,17,197,17,34,"0","sub-032",22,41
"14829",32,"overestimator",1163.0078082,"1163.9172461","None",171,135,"underestimator",2,"3","2","1",0.846994699999868,57,"sub-032",2,4,1,NA,0,0,NA,1,NA,18,18,198,18,32,"1","sub-032",32,57
"14830",24,"overestimator",1167.1834343,"1168.1081087","None",120,123,"underestimator",2,"2","4","0",0.860350500000095,70,"sub-032",2,5,1,NA,0,1,NA,1,NA,19,19,199,19,24,"0","sub-032",70,44
"14831",43,"overestimator",1171.5434867,"1173.1658458","None",151,136,"underestimator",2,"4","3","0",1.56153630000017,43,"sub-032",4,6,NA,0,0,1,-1,NA,0,20,20,200,20,43,"0","sub-032",43,16
"14832",42,"overestimator",1176.6828471,"1177.4590636","None",148,129,"underestimator",2,"4","2","1",0.711365099999966,53,"sub-032",2,5,1,NA,0,0,NA,1,NA,21,21,201,21,42,"1","sub-032",31,53
"14833",23,"overestimator",1180.815643,"1181.5573165","None",136,179,"underestimator",2,"2","3","0",0.677839000000404,66,"sub-032",2,4,1,NA,0,1,NA,1,NA,22,22,202,22,23,"0","sub-032",66,35
"14834",23,"overestimator",1185.2073744,"1185.9328752","None",121,163,"underestimator",2,"2","3","0",0.662196700000095,70,"sub-032",2,4,1,NA,0,1,NA,1,NA,23,23,203,23,23,"0","sub-032",70,30
"14835",34,"overestimator",1189.6401746,"1191.212212","None",145,126,"underestimator",2,"3","4","0",1.50945369999999,29,"sub-032",3,6,NA,1,0,1,-1,NA,1,24,24,204,24,34,"0","sub-032",29,42
"14836",41,"overestimator",1194.4496609,"1195.0832491","None",125,145,"underestimator",2,"4","1","1",0.570151800000076,34,"sub-032",1,3,1,NA,0,0,NA,1,NA,25,25,205,25,41,"1","sub-032",45,34
"14837",14,"overestimator",1198.9585985,"1199.5982961","None",176,133,"underestimator",2,"1","4","0",0.575522099999944,57,"sub-032",1,3,1,NA,0,1,NA,1,NA,26,26,206,26,14,"0","sub-032",57,33
"14838",41,"overestimator",1203.2739045,"1203.9929188","None",168,126,"underestimator",2,"4","1","1",0.65454759999966,72,"sub-032",1,3,1,NA,0,0,NA,1,NA,27,27,207,27,41,"1","sub-032",44,72
"14839",43,"overestimator",1207.507746,"1209.3029265","None",156,168,"underestimator",2,"4","3","0",1.73340469999994,52,"sub-032",4,6,NA,0,0,1,-1,NA,0,28,28,208,28,43,"0","sub-032",52,52
"14840",41,"overestimator",1213.2998608,"1214.3684961","None",173,158,"underestimator",2,"4","1","1",1.00464319999992,69,"sub-032",1,3,1,NA,0,0,NA,1,NA,29,29,209,29,41,"1","sub-032",38,69
"14841",32,"overestimator",1218.308182,"1219.0519762","None",177,130,"underestimator",2,"3","2","1",0.678135399999974,56,"sub-032",2,4,1,NA,0,0,NA,1,NA,30,30,210,30,32,"1","sub-032",9,56
"14842",21,"overestimator",1222.6808437,"1223.6996142","None",168,120,"underestimator",2,"2","1","1",0.953346600000259,80,"sub-032",1,1,NA,1,0,0,1,NA,1,31,31,211,31,21,"1","sub-032",48,80
"14843",14,"overestimator",1227.2731599,"1227.8912324","None",170,178,"underestimator",2,"1","4","0",0.553950200000145,75,"sub-032",1,3,1,NA,0,1,NA,1,NA,32,32,212,32,14,"0","sub-032",75,37
"14844",21,"overestimator",1231.8504422,"1232.7720811","None",160,162,"underestimator",2,"2","1","1",0.854301899999882,70,"sub-032",1,1,NA,1,0,0,1,NA,1,33,33,213,33,21,"1","sub-032",64,70
"14845",24,"overestimator",1236.4306417,"1237.5152861","None",139,125,"underestimator",2,"2","4","0",1.01964469999984,55,"sub-032",2,5,1,NA,0,1,NA,1,NA,34,34,214,34,24,"0","sub-032",55,35
"14846",13,"overestimator",1241.0410543,"1241.6358384","None",159,147,"underestimator",2,"1","3","0",0.527735699999994,41,"sub-032",1,2,1,NA,0,1,NA,1,NA,35,35,215,35,13,"0","sub-032",41,25
"14847",21,"overestimator",1245.0647094,"1245.6594833","None",127,160,"underestimator",2,"2","1","1",0.530705800000305,40,"sub-032",1,1,NA,1,0,0,1,NA,1,36,36,216,36,21,"1","sub-032",60,40
"14848",14,"overestimator",1249.5898918,"1250.2334233","None",175,120,"underestimator",2,"1","4","0",0.579940199999783,84,"sub-032",1,3,1,NA,0,1,NA,1,NA,37,37,217,37,14,"0","sub-032",84,30
"14849",23,"overestimator",1253.5745626,"1255.032924","None",142,138,"underestimator",2,"2","3","0",1.39454230000001,55,"sub-032",2,4,1,NA,0,1,NA,1,NA,38,38,218,38,23,"0","sub-032",55,39
"14850",32,"overestimator",1258.8225917,"1259.6153085","None",178,161,"underestimator",2,"3","2","1",0.728685400000359,64,"sub-032",2,4,1,NA,0,0,NA,1,NA,39,39,219,39,32,"1","sub-032",42,64
"14851",23,"overestimator",1263.4302432,"1264.0758721","None",158,153,"underestimator",2,"2","3","0",0.58140289999983,60,"sub-032",2,4,1,NA,0,1,NA,1,NA,40,40,220,40,23,"0","sub-032",60,25
"14852",31,"overestimator",1267.6811749,"1268.3372106","None",142,127,"underestimator",2,"3","1","1",0.592421899999863,62,"sub-032",1,2,1,NA,0,0,NA,1,NA,41,41,221,41,31,"1","sub-032",11,62
"14853",31,"overestimator",1271.713743,"1272.3975072","None",138,166,"underestimator",2,"3","1","1",0.619167100000141,87,"sub-032",1,2,1,NA,0,0,NA,1,NA,42,42,222,42,31,"1","sub-032",63,87
"14854",13,"overestimator",1276.4382124,"1277.0800272","None",179,157,"underestimator",2,"1","3","0",0.579178699999829,52,"sub-032",1,2,1,NA,0,1,NA,1,NA,43,43,223,43,13,"0","sub-032",52,58
"14855",21,"overestimator",1280.5381857,"1281.0590629","None",120,140,"underestimator",2,"2","1","1",0.453761100000065,60,"sub-032",1,1,NA,1,0,0,1,NA,1,44,44,224,44,21,"1","sub-032",58,60
"14856",42,"overestimator",1284.4401921,"1286.3696933","None",126,138,"underestimator",2,"4","2","0",1.86651200000006,37,"sub-032",4,5,0,NA,0,1,NA,0,NA,45,45,225,45,42,"0","sub-032",37,69
"14857",32,"overestimator",1320.0208037,"1321.2715629","None",160,143,"underestimator",2,"3","2","1",1.18676649999998,58,"sub-032",2,4,1,NA,0,0,NA,1,NA,46,46,226,46,32,"1","sub-032",36,58
"14858",42,"overestimator",1324.9635532,"1325.520009","None",159,142,"underestimator",2,"4","2","1",0.490733699999964,58,"sub-032",2,5,1,NA,0,0,NA,1,NA,47,47,227,47,42,"1","sub-032",34,58
"14859",21,"overestimator",1329.0697299,"1329.5907783","None",146,173,"underestimator",2,"2","1","1",0.454092299999957,38,"sub-032",1,1,NA,1,0,0,1,NA,1,48,48,228,48,21,"1","sub-032",69,38
"14860",14,"overestimator",1333.3027677,"1333.8974938","None",136,149,"underestimator",2,"1","4","0",0.530684700000165,43,"sub-032",1,3,1,NA,0,1,NA,1,NA,49,49,229,49,14,"0","sub-032",43,47
"14861",24,"overestimator",1337.6727143,"1338.7524177","None",167,129,"underestimator",2,"2","4","0",1.01519300000018,62,"sub-032",2,5,1,NA,0,1,NA,1,NA,50,50,230,50,24,"0","sub-032",62,34
"14862",12,"overestimator",1342.2479814,"1342.8174775","None",152,134,"underestimator",2,"1","2","0",0.505430799999885,27,"sub-032",1,1,NA,1,0,1,1,NA,1,51,51,231,51,12,"0","sub-032",27,53
"14863",31,"overestimator",1346.1439701,"1346.7038982","None",127,123,"underestimator",2,"3","1","1",0.495839100000012,67,"sub-032",1,2,1,NA,0,0,NA,1,NA,52,52,232,52,31,"1","sub-032",50,67
"14864",14,"overestimator",1350.1605204,"1350.8455232","None",154,156,"underestimator",2,"1","4","0",0.620643199999904,66,"sub-032",1,3,1,NA,0,1,NA,1,NA,53,53,233,53,14,"0","sub-032",66,43
"14865",24,"overestimator",1354.7697046,"1355.7130816","None",177,156,"underestimator",2,"2","4","0",0.881040299999768,68,"sub-032",2,5,1,NA,0,1,NA,1,NA,54,54,234,54,24,"0","sub-032",68,36
"14866",24,"overestimator",1359.3452268,"1360.0752594","None",141,179,"underestimator",2,"2","4","0",0.66627440000002,67,"sub-032",2,5,1,NA,0,1,NA,1,NA,55,55,235,55,24,"0","sub-032",67,49
"14867",31,"overestimator",1363.9016646,"1364.409495","None",142,175,"underestimator",2,"3","1","1",0.44278230000009,53,"sub-032",1,2,1,NA,0,0,NA,1,NA,56,56,236,56,31,"1","sub-032",30,53
"14868",41,"overestimator",1368.3181938,"1368.9247697","None",155,170,"underestimator",2,"4","1","1",0.542329699999755,71,"sub-032",1,3,1,NA,0,0,NA,1,NA,57,57,237,57,41,"1","sub-032",43,71
"14869",42,"overestimator",1372.6341965,"1373.2079706","None",137,140,"underestimator",2,"4","2","1",0.504859200000283,56,"sub-032",2,5,1,NA,0,0,NA,1,NA,58,58,238,58,42,"1","sub-032",50,56
"14870",13,"overestimator",1376.9938418,"1377.6867116","None",176,178,"underestimator",2,"1","3","0",0.628735300000244,63,"sub-032",1,2,1,NA,0,1,NA,1,NA,59,59,239,59,13,"0","sub-032",63,44
"14871",21,"overestimator",1381.5118409,"1382.5413655","None",137,157,"underestimator",2,"2","1","1",0.965636299999915,93,"sub-032",1,1,NA,1,0,0,1,NA,1,60,60,240,60,21,"1","sub-032",57,93
"14872",12,"overestimator",1386.2188922,"1386.849207","None",145,166,"underestimator",2,"1","2","0",0.566172099999676,39,"sub-032",1,1,NA,1,0,1,1,NA,1,61,61,241,61,12,"0","sub-032",39,55
"14873",21,"overestimator",1390.7924611,"1391.3951737","None",167,128,"underestimator",2,"2","1","1",0.539165400000002,61,"sub-032",1,1,NA,1,0,0,1,NA,1,62,62,242,62,21,"1","sub-032",67,61
"14874",41,"overestimator",1395.1022662,"1395.6574699","None",178,126,"underestimator",2,"4","1","1",0.49117380000007,54,"sub-032",1,3,1,NA,0,0,NA,1,NA,63,63,243,63,41,"1","sub-032",41,54
"14875",23,"overestimator",1399.2769718,"1400.1719013","None",167,174,"underestimator",2,"2","3","0",0.827971299999717,63,"sub-032",2,4,1,NA,0,1,NA,1,NA,64,64,244,64,23,"0","sub-032",63,69
"14876",13,"overestimator",1404.1173709,"1404.823667","None",161,171,"underestimator",2,"1","3","0",0.641425100000106,70,"sub-032",1,2,1,NA,0,1,NA,1,NA,65,65,245,65,13,"0","sub-032",70,37
"14877",42,"overestimator",1408.7172057,"1409.3858416","None",159,164,"underestimator",2,"4","2","1",0.60370869999997,52,"sub-032",2,5,1,NA,0,0,NA,1,NA,66,66,246,66,42,"1","sub-032",31,52
"14878",12,"overestimator",1413.3256643,"1413.8926364","None",170,177,"underestimator",2,"1","2","0",0.503126599999632,88,"sub-032",1,1,NA,1,0,1,1,NA,1,67,67,247,67,12,"0","sub-032",88,51
"14879",12,"overestimator",1417.9824029,"1418.6122268","None",177,155,"underestimator",2,"1","2","0",0.563040099999853,81,"sub-032",1,1,NA,1,0,1,1,NA,1,68,68,248,68,12,"0","sub-032",81,56
"14880",14,"overestimator",1422.3172512,"1422.8501225","None",151,177,"underestimator",2,"1","4","0",0.469352999999956,73,"sub-032",1,3,1,NA,0,1,NA,1,NA,69,69,249,69,14,"0","sub-032",73,36
"14881",32,"overestimator",1426.5590702,"1427.2188045","None",130,156,"underestimator",2,"3","2","1",0.591557700000067,61,"sub-032",2,4,1,NA,0,0,NA,1,NA,70,70,250,70,32,"1","sub-032",27,61
"14882",24,"overestimator",1430.9666566,"1431.5595068","None",155,174,"underestimator",2,"2","4","0",0.528283300000112,71,"sub-032",2,5,1,NA,0,1,NA,1,NA,71,71,251,71,24,"0","sub-032",71,40
"14883",31,"overestimator",1435.3153309,"1435.8806548","None",139,139,"underestimator",2,"3","1","1",0.50129939999988,91,"sub-032",1,2,1,NA,0,0,NA,1,NA,72,72,252,72,31,"1","sub-032",38,91
"14884",32,"overestimator",1439.4611769,"1440.2511073","None",150,146,"underestimator",2,"3","2","1",0.725768000000244,61,"sub-032",2,4,1,NA,0,0,NA,1,NA,73,73,253,73,32,"1","sub-032",43,61
"14885",14,"overestimator",1444.0653656,"1444.9401881","None",172,123,"underestimator",2,"1","4","0",0.811097299999801,60,"sub-032",1,3,1,NA,0,1,NA,1,NA,74,74,254,74,14,"0","sub-032",60,42
"14886",21,"overestimator",1448.3572553,"1449.02511","None",148,152,"underestimator",2,"2","1","1",0.604205699999966,42,"sub-032",1,1,NA,1,0,0,1,NA,1,75,75,255,75,21,"1","sub-032",53,42
"14887",31,"overestimator",1452.6068718,"1453.1526338","None",139,158,"underestimator",2,"3","1","1",0.480678400000215,51,"sub-032",1,2,1,NA,0,0,NA,1,NA,76,76,256,76,31,"1","sub-032",39,51
"14888",32,"overestimator",1456.7989589,"1457.828896","None",142,151,"underestimator",2,"3","2","1",0.96638030000031,57,"sub-032",2,4,1,NA,0,0,NA,1,NA,77,77,257,77,32,"1","sub-032",55,57
"14889",42,"overestimator",1461.2825593,"1461.9751895","None",125,164,"underestimator",2,"4","2","1",0.62873239999999,50,"sub-032",2,5,1,NA,0,0,NA,1,NA,78,78,258,78,42,"1","sub-032",39,50
"14890",24,"overestimator",1465.6981446,"1466.4953023","None",144,135,"underestimator",2,"2","4","0",0.732600299999831,52,"sub-032",2,5,1,NA,0,1,NA,1,NA,79,79,259,79,24,"0","sub-032",52,32
"14891",23,"overestimator",1470.130578,"1471.2128305","None",165,140,"underestimator",2,"2","3","1",1.01744000000008,40,"sub-032",3,4,0,NA,0,0,NA,0,NA,80,80,260,80,23,"1","sub-032",63,40
"14892",41,"overestimator",1474.8484154,"1475.466981","None",157,141,"underestimator",2,"4","1","1",0.5541032000001,47,"sub-032",1,3,1,NA,0,0,NA,1,NA,81,81,261,81,41,"1","sub-032",51,47
"14893",13,"overestimator",1478.9978059,"1479.6187099","None",143,143,"underestimator",2,"1","3","0",0.554183499999908,46,"sub-032",1,2,1,NA,0,1,NA,1,NA,82,82,262,82,13,"0","sub-032",46,68
"14894",34,"overestimator",1483.2473507,"1484.4810828","None",154,127,"underestimator",2,"3","4","0",1.16721099999995,57,"sub-032",3,6,NA,1,0,1,-1,NA,1,83,83,263,83,34,"0","sub-032",57,48
"14895",43,"overestimator",1488.1057307,"1489.1621039","None",169,140,"underestimator",2,"4","3","1",0.991467699999703,64,"sub-032",3,6,NA,1,0,0,-1,NA,1,84,84,264,84,43,"1","sub-032",33,64
"14896",21,"overestimator",1492.7838246,"1493.366456","None",155,163,"underestimator",2,"2","1","1",0.518637000000126,31,"sub-032",1,1,NA,1,0,0,1,NA,1,85,85,265,85,21,"1","sub-032",60,31
"14897",31,"overestimator",1497.2291762,"1497.7954596","None",161,139,"underestimator",2,"3","1","1",0.500549100000171,63,"sub-032",1,2,1,NA,0,0,NA,1,NA,86,86,266,86,31,"1","sub-032",71,63
"14898",43,"overestimator",1501.6048936,"1502.833252","None",178,128,"underestimator",2,"4","3","1",1.1652838,42,"sub-032",3,6,NA,1,0,0,-1,NA,1,87,87,267,87,43,"1","sub-032",34,42
"14899",43,"overestimator",1506.1461569,"1506.8028143","None",131,127,"underestimator",2,"4","3","1",0.592103200000111,35,"sub-032",3,6,NA,1,0,0,-1,NA,1,88,88,268,88,43,"1","sub-032",32,35
"14900",14,"overestimator",1510.0474238,"1510.9651432","None",126,142,"underestimator",2,"1","4","0",0.853873399999884,43,"sub-032",1,3,1,NA,0,1,NA,1,NA,89,89,269,89,14,"0","sub-032",43,35
"14901",12,"overestimator",1514.7470106,"1515.3678866","None",171,178,"underestimator",2,"1","2","0",0.556639800000085,49,"sub-032",1,1,NA,1,0,1,1,NA,1,90,90,270,90,12,"0","sub-032",49,65
"14902",41,"overestimator",1549.353299,"1550.228096","None",151,134,"underestimator",2,"4","1","1",0.804556300000058,36,"sub-032",1,3,1,NA,0,0,NA,1,NA,91,91,271,91,41,"1","sub-032",44,36
"14903",14,"overestimator",1553.6451949,"1554.2139445","None",138,175,"underestimator",2,"1","4","0",0.504000599999927,48,"sub-032",1,3,1,NA,0,1,NA,1,NA,92,92,272,92,14,"0","sub-032",48,38
"14904",12,"overestimator",1558.09468,"1558.705568","None",154,127,"underestimator",2,"1","2","0",0.546900700000151,82,"sub-032",1,1,NA,1,0,1,1,NA,1,93,93,273,93,12,"0","sub-032",82,52
"14905",43,"overestimator",1562.2553682,"1563.2882381","None",158,174,"underestimator",2,"4","3","1",0.966159699999935,50,"sub-032",3,6,NA,1,0,0,-1,NA,1,94,94,274,94,43,"1","sub-032",35,50
"14906",23,"overestimator",1567.103141,"1568.3716826","None",143,166,"underestimator",2,"2","3","0",1.20438419999982,65,"sub-032",2,4,1,NA,0,1,NA,1,NA,95,95,275,95,23,"0","sub-032",65,51
"14907",42,"overestimator",1572.2442747,"1572.8782733","None",161,166,"underestimator",2,"4","2","1",0.569003300000077,60,"sub-032",2,5,1,NA,0,0,NA,1,NA,96,96,276,96,42,"1","sub-032",49,60
"14908",31,"overestimator",1576.4943147,"1577.1511227","None",128,178,"underestimator",2,"3","1","1",0.592015799999899,54,"sub-032",1,2,1,NA,0,0,NA,1,NA,97,97,277,97,31,"1","sub-032",14,54
"14909",32,"overestimator",1580.8270608,"1582.4103903","None",122,137,"underestimator",2,"3","2","1",1.5179635999998,58,"sub-032",2,4,1,NA,0,0,NA,1,NA,98,98,278,98,32,"1","sub-032",53,58
"14910",32,"overestimator",1585.8933488,"1586.4432634","None",144,174,"underestimator",2,"3","2","1",0.483882799999719,57,"sub-032",2,4,1,NA,0,0,NA,1,NA,99,99,279,99,32,"1","sub-032",48,57
"14911",12,"overestimator",1590.2498757,"1590.7578551","None",144,126,"underestimator",2,"1","2","0",0.442671799999971,50,"sub-032",1,1,NA,1,0,1,1,NA,1,100,100,280,100,12,"0","sub-032",50,65
"14912",42,"overestimator",1594.2708811,"1594.8001509","None",157,122,"underestimator",2,"4","2","1",0.465276200000062,67,"sub-032",2,5,1,NA,0,0,NA,1,NA,101,101,281,101,42,"1","sub-032",40,67
"14913",34,"overestimator",1598.0596635,"1599.1568558","None",131,160,"underestimator",2,"3","4","0",1.03226570000015,18,"sub-032",3,6,NA,1,0,1,-1,NA,1,102,102,282,102,34,"0","sub-032",18,43
"14914",23,"overestimator",1602.8764157,"1603.8576761","None",143,149,"underestimator",2,"2","3","0",0.917074099999809,62,"sub-032",2,4,1,NA,0,1,NA,1,NA,103,103,283,103,23,"0","sub-032",62,17
"14915",23,"overestimator",1607.420272,"1608.4997938","None",138,157,"underestimator",2,"2","3","0",1.01573390000021,51,"sub-032",2,4,1,NA,0,1,NA,1,NA,104,104,284,104,23,"0","sub-032",51,49
"14916",13,"overestimator",1612.3591795,"1613.4539352","None",167,149,"underestimator",2,"1","3","0",1.02960650000023,86,"sub-032",1,2,1,NA,0,1,NA,1,NA,105,105,285,105,13,"0","sub-032",86,45
"14917",34,"overestimator",1617.100574,"1618.0608084","None",151,132,"underestimator",2,"3","4","0",0.892058099999758,52,"sub-032",3,6,NA,1,0,1,-1,NA,1,106,106,286,106,34,"0","sub-032",52,46
"14918",24,"overestimator",1621.4503413,"1622.4869646","None",136,135,"underestimator",2,"2","4","0",0.972670499999822,55,"sub-032",2,5,1,NA,0,1,NA,1,NA,107,107,287,107,24,"0","sub-032",55,41
"14919",43,"overestimator",1626.0611236,"1626.835111","None",154,131,"underestimator",2,"4","3","1",0.706785400000172,45,"sub-032",3,6,NA,1,0,0,-1,NA,1,108,108,288,108,43,"1","sub-032",44,45
"14920",43,"overestimator",1630.5587409,"1631.3059349","None",178,172,"underestimator",2,"4","3","1",0.68235709999999,41,"sub-032",3,6,NA,1,0,0,-1,NA,1,109,109,289,109,43,"1","sub-032",42,41
"14921",31,"overestimator",1635.0082268,"1635.7130684","None",133,161,"underestimator",2,"3","1","1",0.641420800000105,37,"sub-032",1,2,1,NA,0,0,NA,1,NA,110,110,290,110,31,"1","sub-032",33,37
"14922",41,"overestimator",1639.2252518,"1639.8855811","None",122,134,"underestimator",2,"4","1","1",0.592176400000426,58,"sub-032",1,3,1,NA,0,0,NA,1,NA,111,111,291,111,41,"1","sub-032",45,58
"14923",34,"overestimator",1643.3160408,"1644.2980536","None",138,150,"underestimator",2,"3","4","0",0.917384299999867,57,"sub-032",3,6,NA,1,0,1,-1,NA,1,112,112,292,112,34,"0","sub-032",57,35
"14924",34,"overestimator",1648.0756299,"1648.854468","None",166,160,"underestimator",2,"3","4","0",0.712366499999916,28,"sub-032",3,6,NA,1,0,1,-1,NA,1,113,113,293,113,34,"0","sub-032",28,46
"14925",42,"overestimator",1652.4023611,"1653.4818702","None",129,149,"underestimator",2,"4","2","1",1.01583359999995,64,"sub-032",2,5,1,NA,0,0,NA,1,NA,114,114,294,114,42,"1","sub-032",43,64
"14926",31,"overestimator",1657.3154656,"1658.0843608","None",174,133,"underestimator",2,"3","1","1",0.704392999999982,89,"sub-032",1,2,1,NA,0,0,NA,1,NA,115,115,295,115,31,"1","sub-032",27,89
"14927",34,"overestimator",1661.5573459,"1662.5669151","None",146,156,"underestimator",2,"3","4","0",0.945747600000232,26,"sub-032",3,6,NA,1,0,1,-1,NA,1,116,116,296,116,34,"0","sub-032",26,42
"14928",21,"overestimator",1666.3010308,"1667.0559371","None",153,168,"underestimator",2,"2","1","1",0.690752400000292,65,"sub-032",1,1,NA,1,0,0,1,NA,1,117,117,297,117,21,"1","sub-032",72,65
"14929",12,"overestimator",1670.7326311,"1671.5242783","None",135,139,"underestimator",2,"1","2","0",0.727158400000008,55,"sub-032",1,1,NA,1,0,1,1,NA,1,118,118,298,118,12,"0","sub-032",55,59
