"","stimuliShown","stim1","stim2","pair_type","response","reward","ID","participant","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","block_soc","trial_n","trigger_integer","eye_choice","left_rew_dbl","right_rew_dbl"
"16235",42,4,2,"different","0",28,31,"sub-037",4,5,0,0,0,1,1,0,0,"baseline",35,42,"0",28,57
"16236",32,3,2,"different","1",60,31,"sub-037",2,4,1,0,0,0,1,1,0,"baseline",36,32,"1",46,60
"16237",31,3,1,"different","1",63,31,"sub-037",1,2,1,0,0,0,1,1,0,"baseline",37,31,"1",63,63
"16238",21,2,1,"both_high","1",56,31,"sub-037",1,1,1,1,0,0,1,1,1,"baseline",38,21,"1",50,56
"16239",41,4,1,"different","1",59,31,"sub-037",1,3,1,1,0,0,1,1,1,"baseline",39,41,"1",46,59
"16240",23,2,3,"different","1",18,31,"sub-037",3,4,0,1,0,0,1,0,1,"baseline",40,23,"1",56,18
"16241",43,4,3,"both_low","1",69,31,"sub-037",3,6,0,1,0,0,-1,0,1,"baseline",41,43,"1",32,69
"16242",41,4,1,"different","1",62,31,"sub-037",1,3,1,1,0,0,-1,1,1,"baseline",42,41,"1",38,62
"16243",13,1,3,"different","1",67,31,"sub-037",3,2,0,1,0,0,-1,0,1,"baseline",43,13,"1",39,67
"16244",42,4,2,"different","1",56,31,"sub-037",2,5,1,1,0,0,-1,1,1,"baseline",44,42,"1",30,56
"16245",14,1,4,"different","0",60,31,"sub-037",1,3,1,1,0,1,-1,1,1,"baseline",45,14,"0",60,36
"16246",32,3,2,"different","0",55,31,"sub-037",3,4,0,1,0,1,-1,0,1,"baseline",46,32,"0",55,54
"16247",12,1,2,"both_high","0",40,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",47,12,"0",40,59
"16248",14,1,4,"different","1",50,31,"sub-037",4,3,0,1,0,0,1,0,1,"baseline",48,14,"1",34,50
"16249",21,2,1,"both_high","0",67,31,"sub-037",2,1,0,0,0,1,1,0,0,"baseline",49,21,"0",67,59
"16250",43,4,3,"both_low","1",33,31,"sub-037",3,6,0,1,0,0,-1,0,1,"baseline",50,43,"1",29,33
"16251",42,4,2,"different","1",61,31,"sub-037",2,5,1,1,0,0,-1,1,1,"baseline",51,42,"1",45,61
"16252",42,4,2,"different","0",34,31,"sub-037",4,5,0,1,0,1,-1,0,1,"baseline",52,42,"0",34,70
"16253",42,4,2,"different","1",60,31,"sub-037",2,5,1,1,0,0,-1,1,1,"baseline",53,42,"1",33,60
"16254",42,4,2,"different","1",58,31,"sub-037",2,5,1,1,0,0,-1,1,1,"baseline",54,42,"1",37,58
"16255",21,2,1,"both_high","0",58,31,"sub-037",2,1,1,0,0,1,1,1,0,"baseline",55,21,"0",58,36
"16256",41,4,1,"different","1",51,31,"sub-037",1,3,1,0,0,0,1,1,0,"baseline",56,41,"1",49,51
"16257",34,3,4,"both_low","0",21,31,"sub-037",3,6,1,1,0,1,-1,1,1,"baseline",57,34,"0",21,52
"16258",21,2,1,"both_high","0",53,31,"sub-037",2,1,1,0,0,1,1,1,0,"baseline",58,21,"0",53,71
"16259",31,3,1,"different","0",50,31,"sub-037",3,2,0,0,0,1,1,0,0,"baseline",59,31,"0",50,76
"16260",14,1,4,"different","0",66,31,"sub-037",1,3,1,0,0,1,1,1,0,"baseline",60,14,"0",66,36
"16261",13,1,3,"different","0",78,31,"sub-037",1,2,1,0,0,1,1,1,0,"baseline",61,13,"0",78,32
"16262",13,1,3,"different","1",58,31,"sub-037",3,2,0,0,0,0,1,0,0,"baseline",62,13,"1",65,58
"16263",34,3,4,"both_low","1",43,31,"sub-037",4,6,0,0,0,0,-1,0,0,"baseline",63,34,"1",28,43
"16264",31,3,1,"different","1",50,31,"sub-037",1,2,1,0,0,0,-1,1,0,"baseline",64,31,"1",54,50
"16265",12,1,2,"both_high","1",57,31,"sub-037",2,1,1,0,0,0,1,1,0,"baseline",65,12,"1",58,57
"16266",43,4,3,"both_low","1",73,31,"sub-037",3,6,1,1,0,0,-1,1,1,"baseline",66,43,"1",51,73
"16267",31,3,1,"different","1",80,31,"sub-037",1,2,1,1,0,0,-1,1,1,"baseline",67,31,"1",18,80
"16268",24,2,4,"different","1",35,31,"sub-037",4,5,0,1,0,0,-1,0,1,"baseline",68,24,"1",64,35
"16269",32,3,2,"different","1",52,31,"sub-037",2,4,1,1,0,0,-1,1,1,"baseline",69,32,"1",40,52
"16270",41,4,1,"different","1",33,31,"sub-037",1,3,1,1,0,0,-1,1,1,"baseline",70,41,"1",41,33
"16271",23,2,3,"different","0",55,31,"sub-037",2,4,1,1,0,1,-1,1,1,"baseline",71,23,"0",55,16
"16272",32,3,2,"different","0",35,31,"sub-037",3,4,0,1,0,1,-1,0,1,"baseline",72,32,"0",35,56
"16273",34,3,4,"both_low","0",51,31,"sub-037",3,6,0,1,0,1,-1,0,1,"baseline",73,34,"0",51,44
"16274",14,1,4,"different","0",60,31,"sub-037",1,3,1,1,0,1,-1,1,1,"baseline",74,14,"0",60,46
"16275",23,2,3,"different","0",62,31,"sub-037",2,4,1,1,0,1,-1,1,1,"baseline",75,23,"0",62,34
"16276",23,2,3,"different","0",62,31,"sub-037",2,4,1,1,0,1,-1,1,1,"baseline",76,23,"0",62,9
"16277",24,2,4,"different","0",60,31,"sub-037",2,5,1,1,0,1,-1,1,1,"baseline",77,24,"0",60,45
"16278",42,4,2,"different","0",36,31,"sub-037",4,5,0,1,0,1,-1,0,1,"baseline",78,42,"0",36,66
"16279",24,2,4,"different","0",54,31,"sub-037",2,5,1,1,0,1,-1,1,1,"baseline",79,24,"0",54,43
"16280",43,4,3,"both_low","0",42,31,"sub-037",4,6,1,0,0,1,-1,1,0,"baseline",80,43,"0",42,20
"16281",42,4,2,"different","0",35,31,"sub-037",4,5,0,0,0,1,-1,0,0,"baseline",81,42,"0",35,59
"16282",23,2,3,"different","0",61,31,"sub-037",2,4,1,0,0,1,-1,1,0,"baseline",82,23,"0",61,48
"16283",14,1,4,"different","1",36,31,"sub-037",4,3,0,0,0,0,-1,0,0,"baseline",83,14,"1",64,36
"16284",41,4,1,"different","0",33,31,"sub-037",4,3,0,0,0,1,-1,0,0,"baseline",84,41,"0",33,77
"16285",14,1,4,"different","0",91,31,"sub-037",1,3,1,0,0,1,-1,1,0,"baseline",85,14,"0",91,38
"16286",21,2,1,"both_high","1",68,31,"sub-037",1,1,1,1,0,0,1,1,1,"baseline",86,21,"1",49,68
"16287",24,2,4,"different","1",45,31,"sub-037",4,5,0,1,0,0,1,0,1,"baseline",87,24,"1",55,45
"16288",34,3,4,"both_low","1",40,31,"sub-037",4,6,0,0,0,0,-1,0,0,"baseline",88,34,"1",62,40
"16289",43,4,3,"both_low","0",37,31,"sub-037",4,6,0,0,0,1,-1,0,0,"baseline",89,43,"0",37,25
"16290",21,2,1,"both_high","0",60,31,"sub-037",2,1,0,0,0,1,1,0,0,"baseline",90,21,"0",60,55
"16291",14,1,4,"different","0",75,31,"sub-037",1,3,1,0,0,1,1,1,0,"baseline",91,14,"0",75,34
"16292",23,2,3,"different","0",71,31,"sub-037",2,4,1,0,0,1,1,1,0,"baseline",92,23,"0",71,27
"16293",42,4,2,"different","0",41,31,"sub-037",4,5,0,0,0,1,1,0,0,"baseline",93,42,"0",41,69
"16294",41,4,1,"different","0",43,31,"sub-037",4,3,0,0,0,1,1,0,0,"baseline",94,41,"0",43,45
"16295",24,2,4,"different","0",48,31,"sub-037",2,5,1,0,0,1,1,1,0,"baseline",95,24,"0",48,39
"16296",13,1,3,"different","0",42,31,"sub-037",1,2,1,0,0,1,1,1,0,"baseline",96,13,"0",42,23
"16297",12,1,2,"both_high","0",37,31,"sub-037",1,1,1,1,0,1,1,1,1,"baseline",97,12,"0",37,66
"16298",31,3,1,"different","0",55,31,"sub-037",3,2,0,1,0,1,1,0,1,"baseline",98,31,"0",55,86
"16299",31,3,1,"different","0",41,31,"sub-037",3,2,0,1,0,1,1,0,1,"baseline",99,31,"0",41,50
"16300",32,3,2,"different","0",60,31,"sub-037",3,4,0,1,0,1,1,0,1,"baseline",100,32,"0",60,67
"16301",32,3,2,"different","0",24,31,"sub-037",3,4,0,1,0,1,1,0,1,"baseline",101,32,"0",24,57
"16302",43,4,3,"both_low","0",31,31,"sub-037",4,6,0,0,0,1,-1,0,0,"baseline",102,43,"0",31,49
"16303",12,1,2,"both_high","0",32,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",103,12,"0",32,58
"16304",42,4,2,"different","0",34,31,"sub-037",4,5,0,1,0,1,1,0,1,"baseline",104,42,"0",34,63
"16305",12,1,2,"both_high","0",48,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",105,12,"0",48,51
"16306",21,2,1,"both_high","0",63,31,"sub-037",2,1,0,0,0,1,1,0,0,"baseline",106,21,"0",63,67
"16307",12,1,2,"both_high","0",61,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",107,12,"0",61,72
"16308",13,1,3,"different","1",57,31,"sub-037",3,2,0,1,0,0,1,0,1,"baseline",108,13,"1",27,57
"16309",31,3,1,"different","0",36,31,"sub-037",3,2,0,1,0,1,1,0,1,"baseline",109,31,"0",36,82
"16310",41,4,1,"different","0",31,31,"sub-037",4,3,0,1,0,1,1,0,1,"baseline",110,41,"0",31,69
"16311",43,4,3,"both_low","0",31,31,"sub-037",4,6,0,0,0,1,-1,0,0,"baseline",111,43,"0",31,42
"16312",13,1,3,"different","0",53,31,"sub-037",1,2,1,0,0,1,-1,1,0,"baseline",112,13,"0",53,64
"16313",34,3,4,"both_low","0",13,31,"sub-037",3,6,1,1,0,1,-1,1,1,"baseline",113,34,"0",13,40
"16314",34,3,4,"both_low","0",29,31,"sub-037",3,6,1,1,0,1,-1,1,1,"baseline",114,34,"0",29,42
"16315",21,2,1,"both_high","0",57,31,"sub-037",2,1,1,0,0,1,1,1,0,"baseline",115,21,"0",57,49
"16316",43,4,3,"both_low","0",39,31,"sub-037",4,6,1,0,0,1,-1,1,0,"baseline",116,43,"0",39,40
"16317",14,1,4,"different","0",82,31,"sub-037",1,3,1,0,0,1,-1,1,0,"baseline",117,14,"0",82,49
"16318",41,4,1,"different","1",54,31,"sub-037",1,3,1,0,0,0,-1,1,0,"baseline",118,41,"1",33,54
"16319",21,2,1,"both_high","1",89,31,"sub-037",1,1,1,1,0,0,1,1,1,"baseline",119,21,"1",65,89
"16320",12,1,2,"both_high","1",58,31,"sub-037",2,1,1,0,0,0,1,1,0,"baseline",120,12,"1",73,58
"16321",41,4,1,"different","1",48,31,"sub-037",1,3,1,0,0,0,1,1,0,"baseline",121,41,"1",43,48
"16322",34,3,4,"both_low","1",36,31,"sub-037",4,6,1,0,0,0,-1,1,0,"baseline",122,34,"1",27,36
"16323",23,2,3,"different","0",59,31,"sub-037",2,4,1,0,0,1,-1,1,0,"baseline",123,23,"0",59,47
"16324",12,1,2,"both_high","0",54,31,"sub-037",1,1,1,1,0,1,1,1,1,"baseline",124,12,"0",54,65
"16325",41,4,1,"different","0",38,31,"sub-037",4,3,0,1,0,1,1,0,1,"baseline",125,41,"0",38,81
"16326",23,2,3,"different","1",62,31,"sub-037",3,4,0,1,0,0,1,0,1,"baseline",126,23,"1",65,62
"16327",23,2,3,"different","0",69,31,"sub-037",2,4,1,1,0,1,1,1,1,"baseline",127,23,"0",69,17
"16328",24,2,4,"different","1",44,31,"sub-037",4,5,0,1,0,0,1,0,1,"baseline",128,24,"1",56,44
"16329",32,3,2,"different","1",70,31,"sub-037",2,4,1,1,0,0,1,1,1,"baseline",129,32,"1",23,70
"16330",12,1,2,"both_high","0",93,31,"sub-037",1,1,1,1,0,1,1,1,1,"baseline",130,12,"0",93,51
"16331",12,1,2,"both_high","0",73,31,"sub-037",1,1,1,1,0,1,1,1,1,"baseline",131,12,"0",73,64
"16332",21,2,1,"both_high","0",53,31,"sub-037",2,1,1,0,0,1,1,1,0,"baseline",132,21,"0",53,74
"16333",13,1,3,"different","0",46,31,"sub-037",1,2,1,0,0,1,1,1,0,"baseline",133,13,"0",46,53
"16334",21,2,1,"both_high","1",38,31,"sub-037",1,1,1,1,0,0,1,1,1,"baseline",134,21,"1",68,38
"16335",13,1,3,"different","0",70,31,"sub-037",1,2,1,1,0,1,1,1,1,"baseline",135,13,"0",70,37
"16336",14,1,4,"different","0",62,31,"sub-037",1,3,1,1,0,1,1,1,1,"baseline",136,14,"0",62,32
"16337",21,2,1,"both_high","0",51,31,"sub-037",2,1,1,0,0,1,1,1,0,"baseline",137,21,"0",51,88
"16338",42,4,2,"different","0",41,31,"sub-037",4,5,0,0,0,1,1,0,0,"baseline",138,42,"0",41,56
"16339",43,4,3,"both_low","0",39,31,"sub-037",4,6,0,0,0,1,-1,0,0,"baseline",139,43,"0",39,12
"16340",12,1,2,"both_high","0",52,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",140,12,"0",52,58
"16341",14,1,4,"different","0",57,31,"sub-037",1,3,1,1,0,1,1,1,1,"baseline",141,14,"0",57,40
"16342",13,1,3,"different","1",38,31,"sub-037",3,2,0,1,0,0,1,0,1,"baseline",142,13,"1",65,38
"16343",43,4,3,"both_low","1",48,31,"sub-037",3,6,0,1,0,0,-1,0,1,"baseline",143,43,"1",37,48
"16344",32,3,2,"different","1",64,31,"sub-037",2,4,1,1,0,0,-1,1,1,"baseline",144,32,"1",44,64
"16345",24,2,4,"different","1",42,31,"sub-037",4,5,0,1,0,0,-1,0,1,"baseline",145,24,"1",62,42
"16346",41,4,1,"different","1",43,31,"sub-037",1,3,1,1,0,0,-1,1,1,"baseline",146,41,"1",37,43
"16347",13,1,3,"different","1",34,31,"sub-037",3,2,0,1,0,0,-1,0,1,"baseline",147,13,"1",77,34
"16348",13,1,3,"different","0",41,31,"sub-037",1,2,1,1,0,1,-1,1,1,"baseline",148,13,"0",41,53
"16349",21,2,1,"both_high","1",72,31,"sub-037",1,1,1,1,0,0,1,1,1,"baseline",149,21,"1",68,72
"16350",42,4,2,"different","1",67,31,"sub-037",2,5,1,1,0,0,1,1,1,"baseline",150,42,"1",42,67
"16351",14,1,4,"different","1",48,31,"sub-037",4,3,0,1,0,0,1,0,1,"baseline",151,14,"1",47,48
"16352",13,1,3,"different","0",47,31,"sub-037",1,2,1,1,0,1,1,1,1,"baseline",152,13,"0",47,56
"16353",34,3,4,"both_low","0",50,31,"sub-037",3,6,1,1,0,1,-1,1,1,"baseline",153,34,"0",50,30
"16354",34,3,4,"both_low","1",40,31,"sub-037",4,6,1,0,0,0,-1,1,0,"baseline",154,34,"1",41,40
"16355",41,4,1,"different","1",70,31,"sub-037",1,3,1,0,0,0,-1,1,0,"baseline",155,41,"1",41,70
"16356",32,3,2,"different","0",11,31,"sub-037",3,4,0,0,0,1,-1,0,0,"baseline",156,32,"0",11,68
"16357",14,1,4,"different","1",48,31,"sub-037",4,3,0,0,0,0,-1,0,0,"baseline",157,14,"1",72,48
"16358",12,1,2,"both_high","0",69,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",158,12,"0",69,61
"16359",34,3,4,"both_low","0",35,31,"sub-037",3,6,0,1,0,1,-1,0,1,"baseline",159,34,"0",35,42
"16360",32,3,2,"different","0",59,31,"sub-037",3,4,0,1,0,1,-1,0,1,"baseline",160,32,"0",59,64
"16361",42,4,2,"different","0",46,31,"sub-037",4,5,0,1,0,1,-1,0,1,"baseline",161,42,"0",46,62
"16362",23,2,3,"different","0",57,31,"sub-037",2,4,1,1,0,1,-1,1,1,"baseline",162,23,"0",57,37
"16363",24,2,4,"different","1",47,31,"sub-037",4,5,0,1,0,0,-1,0,1,"baseline",163,24,"1",61,47
"16364",43,4,3,"both_low","0",45,31,"sub-037",4,6,0,0,0,1,-1,0,0,"baseline",164,43,"0",45,22
"16365",34,3,4,"both_low","0",49,31,"sub-037",3,6,0,1,0,1,-1,0,1,"baseline",165,34,"0",49,35
"16366",21,2,1,"both_high","0",54,31,"sub-037",2,1,0,0,0,1,1,0,0,"baseline",166,21,"0",54,43
"16367",14,1,4,"different","0",52,31,"sub-037",1,3,1,0,0,1,1,1,0,"baseline",167,14,"0",52,38
"16368",24,2,4,"different","0",55,31,"sub-037",2,5,1,0,0,1,1,1,0,"baseline",168,24,"0",55,44
"16369",21,2,1,"both_high","0",65,31,"sub-037",2,1,1,0,0,1,1,1,0,"baseline",169,21,"0",65,64
"16370",43,4,3,"both_low","1",71,31,"sub-037",3,6,1,1,0,0,-1,1,1,"baseline",170,43,"1",43,71
"16371",23,2,3,"different","0",62,31,"sub-037",2,4,1,1,0,1,-1,1,1,"baseline",171,23,"0",62,61
"16372",31,3,1,"different","0",52,31,"sub-037",3,2,0,1,0,1,-1,0,1,"baseline",172,31,"0",52,29
"16373",23,2,3,"different","1",30,31,"sub-037",3,4,0,1,0,0,-1,0,1,"baseline",173,23,"1",58,30
"16374",12,1,2,"both_high","0",51,31,"sub-037",1,1,0,1,0,1,1,0,1,"baseline",174,12,"0",51,50
"16375",34,3,4,"both_low","0",39,31,"sub-037",3,6,0,1,0,1,-1,0,1,"baseline",175,34,"0",39,40
"16376",34,3,4,"both_low","1",39,31,"sub-037",4,6,0,0,0,0,-1,0,0,"baseline",176,34,"1",31,39
"16377",34,3,4,"both_low","1",41,31,"sub-037",4,6,0,0,0,0,-1,0,0,"baseline",177,34,"1",28,41
"16378",31,3,1,"different","0",26,31,"sub-037",3,2,0,0,0,1,-1,0,0,"baseline",178,31,"0",26,61
"16379",24,2,4,"different","0",66,31,"sub-037",2,5,1,0,0,1,-1,1,0,"baseline",179,24,"0",66,37
"16380",12,1,2,"both_high","0",87,31,"sub-037",1,1,1,1,0,1,1,1,1,"baseline",180,12,"0",87,69
"16381",23,2,3,"different","0",64,31,"sub-037",2,4,1,1,0,1,1,1,1,"in-group",1,23,"0",64,27
"16382",12,1,2,"both_high","1",67,31,"sub-037",2,1,1,0,0,0,1,1,0,"in-group",2,12,"1",45,67
"16383",34,3,4,"both_low","1",31,31,"sub-037",4,6,1,0,0,0,-1,1,0,"in-group",3,34,"1",63,31
"16384",32,3,2,"different","1",62,31,"sub-037",2,4,1,0,0,0,-1,1,0,"in-group",4,32,"1",34,62
"16385",21,2,1,"both_high","1",82,31,"sub-037",1,1,1,1,0,0,1,1,1,"in-group",5,21,"1",65,82
"16386",32,3,2,"different","1",63,31,"sub-037",2,4,1,1,0,0,1,1,1,"in-group",6,32,"1",39,63
"16387",31,3,1,"different","1",36,31,"sub-037",1,2,1,1,0,0,1,1,1,"in-group",7,31,"1",58,36
"16388",43,4,3,"both_low","1",18,31,"sub-037",3,6,1,1,0,0,-1,1,1,"in-group",8,43,"1",49,18
"16389",23,2,3,"different","0",50,31,"sub-037",2,4,1,1,0,1,-1,1,1,"in-group",9,23,"0",50,71
"16390",12,1,2,"both_high","1",72,31,"sub-037",2,1,1,0,0,0,1,1,0,"in-group",10,12,"1",60,72
"16391",24,2,4,"different","0",59,31,"sub-037",2,5,1,0,0,1,1,1,0,"in-group",11,24,"0",59,35
"16392",41,4,1,"different","1",61,31,"sub-037",1,3,1,0,0,0,1,1,0,"in-group",12,41,"1",36,61
"16393",42,4,2,"different","1",61,31,"sub-037",2,5,1,0,0,0,1,1,0,"in-group",13,42,"1",36,61
"16394",14,1,4,"different","0",58,31,"sub-037",1,3,1,0,0,1,1,1,0,"in-group",14,14,"0",58,50
"16395",12,1,2,"both_high","1",66,31,"sub-037",2,1,1,0,0,0,1,1,0,"in-group",15,12,"1",81,66
"16396",23,2,3,"different","1",44,31,"sub-037",3,4,0,0,0,0,1,0,0,"in-group",16,23,"1",48,44
"16397",34,3,4,"both_low","1",48,31,"sub-037",4,6,0,0,0,0,-1,0,0,"in-group",17,34,"1",31,48
"16398",43,4,3,"both_low","0",44,31,"sub-037",4,6,0,0,0,1,-1,0,0,"in-group",18,43,"0",44,44
"16399",24,2,4,"different","0",68,31,"sub-037",2,5,1,0,0,1,-1,1,0,"in-group",19,24,"0",68,38
"16400",31,3,1,"different","0",30,31,"sub-037",3,2,0,0,0,1,-1,0,0,"in-group",20,31,"0",30,63
"16401",31,3,1,"different","0",57,31,"sub-037",3,2,0,0,0,1,-1,0,0,"in-group",21,31,"0",57,70
"16402",34,3,4,"both_low","0",21,31,"sub-037",3,6,0,1,0,1,-1,0,1,"in-group",22,34,"0",21,35
"16403",23,2,3,"different","0",63,31,"sub-037",2,4,1,1,0,1,-1,1,1,"in-group",23,23,"0",63,34
"16404",32,3,2,"different","1",66,31,"sub-037",2,4,1,1,0,0,-1,1,1,"in-group",24,32,"1",37,66
"16405",34,3,4,"both_low","1",43,31,"sub-037",4,6,1,0,0,0,-1,1,0,"in-group",25,34,"1",67,43
"16406",12,1,2,"both_high","1",57,31,"sub-037",2,1,1,0,0,0,1,1,0,"in-group",26,12,"1",43,57
"16407",31,3,1,"different","0",28,31,"sub-037",3,2,0,0,0,1,1,0,0,"in-group",27,31,"0",28,54
"16408",14,1,4,"different","0",63,31,"sub-037",1,3,1,0,0,1,1,1,0,"in-group",28,14,"0",63,42
"16409",32,3,2,"different","0",60,31,"sub-037",3,4,0,0,0,1,1,0,0,"in-group",29,32,"0",60,63
"16410",31,3,1,"different","0",32,31,"sub-037",3,2,0,0,0,1,1,0,0,"in-group",30,31,"0",32,79
"16411",23,2,3,"different","1",17,31,"sub-037",3,4,0,0,0,0,1,0,0,"in-group",31,23,"1",65,17
"16412",23,2,3,"different","1",11,31,"sub-037",3,4,0,0,0,0,1,0,0,"in-group",32,23,"1",69,11
"16413",32,3,2,"different","0",46,31,"sub-037",3,4,0,0,0,1,1,0,0,"in-group",33,32,"0",46,65
"16414",42,4,2,"different","0",38,31,"sub-037",4,5,0,0,0,1,1,0,0,"in-group",34,42,"0",38,58
"16415",32,3,2,"different","1",63,31,"sub-037",2,4,1,0,0,0,1,1,0,"in-group",35,32,"1",31,63
"16416",13,1,3,"different","1",39,31,"sub-037",3,2,0,0,0,0,1,0,0,"in-group",36,13,"1",48,39
"16417",13,1,3,"different","1",64,31,"sub-037",3,2,0,0,0,0,1,0,0,"in-group",37,13,"1",53,64
"16418",24,2,4,"different","1",32,31,"sub-037",4,5,0,0,0,0,1,0,0,"in-group",38,24,"1",61,32
"16419",14,1,4,"different","1",42,31,"sub-037",4,3,0,0,0,0,1,0,0,"in-group",39,14,"1",48,42
"16420",13,1,3,"different","1",22,31,"sub-037",3,2,0,0,0,0,1,0,0,"in-group",40,13,"1",76,22
"16421",31,3,1,"different","1",77,31,"sub-037",1,2,1,0,0,0,1,1,0,"in-group",41,31,"1",9,77
"16422",41,4,1,"different","0",33,31,"sub-037",4,3,0,0,0,1,1,0,0,"in-group",42,41,"0",33,46
"16423",24,2,4,"different","1",52,31,"sub-037",4,5,0,0,0,0,1,0,0,"in-group",43,24,"1",60,52
"16424",21,2,1,"both_high","1",78,31,"sub-037",1,1,0,1,0,0,1,0,1,"in-group",44,21,"1",59,78
"16425",34,3,4,"both_low","1",38,31,"sub-037",4,6,0,0,0,0,-1,0,0,"in-group",45,34,"1",54,38
"16426",34,3,4,"both_low","0",73,31,"sub-037",3,6,0,1,0,1,-1,0,1,"in-group",46,34,"0",73,40
"16427",24,2,4,"different","0",68,31,"sub-037",2,5,1,1,0,1,-1,1,1,"in-group",47,24,"0",68,45
"16428",42,4,2,"different","1",55,31,"sub-037",2,5,1,1,0,0,-1,1,1,"in-group",48,42,"1",44,55
"16429",24,2,4,"different","0",60,31,"sub-037",2,5,1,1,0,1,-1,1,1,"in-group",49,24,"0",60,30
"16430",13,1,3,"different","0",40,31,"sub-037",1,2,1,1,0,1,-1,1,1,"in-group",50,13,"0",40,38
"16431",13,1,3,"different","0",93,31,"sub-037",1,2,1,1,0,1,-1,1,1,"in-group",51,13,"0",93,45
"16432",34,3,4,"both_low","1",37,31,"sub-037",4,6,1,0,0,0,-1,1,0,"in-group",52,34,"1",23,37
"16433",42,4,2,"different","1",64,31,"sub-037",2,5,1,0,0,0,-1,1,0,"in-group",53,42,"1",34,64
"16434",24,2,4,"different","1",44,31,"sub-037",4,5,0,0,0,0,-1,0,0,"in-group",54,24,"1",58,44
"16435",42,4,2,"different","1",70,31,"sub-037",2,5,1,0,0,0,-1,1,0,"in-group",55,42,"1",44,70
"16436",42,4,2,"different","1",61,31,"sub-037",2,5,1,0,0,0,-1,1,0,"in-group",56,42,"1",45,61
"16437",42,4,2,"different","0",32,31,"sub-037",4,5,0,0,0,1,-1,0,0,"in-group",57,42,"0",32,54
"16438",21,2,1,"both_high","1",52,31,"sub-037",1,1,0,1,0,0,1,0,1,"in-group",58,21,"1",50,52
"16439",41,4,1,"different","1",61,31,"sub-037",1,3,1,1,0,0,1,1,1,"in-group",59,41,"1",37,61
"16440",43,4,3,"both_low","1",47,31,"sub-037",3,6,1,1,0,0,-1,1,1,"in-group",60,43,"1",41,47
"16441",13,1,3,"different","1",33,31,"sub-037",3,2,0,1,0,0,-1,0,1,"in-group",61,13,"1",67,33
"16442",31,3,1,"different","1",65,31,"sub-037",1,2,1,1,0,0,-1,1,1,"in-group",62,31,"1",36,65
"16443",23,2,3,"different","1",53,31,"sub-037",3,4,0,1,0,0,-1,0,1,"in-group",63,23,"1",54,53
"16444",24,2,4,"different","0",59,31,"sub-037",2,5,1,1,0,1,-1,1,1,"in-group",64,24,"0",59,50
"16445",32,3,2,"different","0",30,31,"sub-037",3,4,0,1,0,1,-1,0,1,"in-group",65,32,"0",30,57
"16446",34,3,4,"both_low","1",46,31,"sub-037",4,6,0,0,0,0,-1,0,0,"in-group",66,34,"1",62,46
"16447",13,1,3,"different","0",38,31,"sub-037",1,2,1,0,0,1,-1,1,0,"in-group",67,13,"0",38,50
"16448",13,1,3,"different","1",36,31,"sub-037",3,2,0,0,0,0,-1,0,0,"in-group",68,13,"1",87,36
"16449",32,3,2,"different","1",58,31,"sub-037",2,4,1,0,0,0,-1,1,0,"in-group",69,32,"1",41,58
"16450",14,1,4,"different","1",31,31,"sub-037",4,3,0,0,0,0,-1,0,0,"in-group",70,14,"1",84,31
"16451",41,4,1,"different","0",31,31,"sub-037",4,3,0,0,0,1,-1,0,0,"in-group",71,41,"0",31,41
"16452",21,2,1,"both_high","0",69,31,"sub-037",2,1,0,0,0,1,1,0,0,"in-group",72,21,"0",69,74
"16453",21,2,1,"both_high","0",52,31,"sub-037",2,1,0,0,0,1,1,0,0,"in-group",73,21,"0",52,27
"16454",41,4,1,"different","0",48,31,"sub-037",4,3,0,0,0,1,1,0,0,"in-group",74,41,"0",48,34
"16455",14,1,4,"different","0",47,31,"sub-037",1,3,1,0,0,1,1,1,0,"in-group",75,14,"0",47,47
"16456",21,2,1,"both_high","1",55,31,"sub-037",1,1,1,1,0,0,1,1,1,"in-group",76,21,"1",69,55
"16457",31,3,1,"different","0",25,31,"sub-037",3,2,0,1,0,1,1,0,1,"in-group",77,31,"0",25,49
"16458",21,2,1,"both_high","1",56,31,"sub-037",1,1,0,1,0,0,1,0,1,"in-group",78,21,"1",53,56
"16459",12,1,2,"both_high","1",63,31,"sub-037",2,1,0,0,0,0,1,0,0,"in-group",79,12,"1",72,63
"16460",12,1,2,"both_high","0",55,31,"sub-037",1,1,0,1,0,1,1,0,1,"in-group",80,12,"0",55,62
"16461",21,2,1,"both_high","1",51,31,"sub-037",1,1,0,1,0,0,1,0,1,"in-group",81,21,"1",52,51
"16462",24,2,4,"different","1",39,31,"sub-037",4,5,0,1,0,0,1,0,1,"in-group",82,24,"1",61,39
"16463",13,1,3,"different","0",33,31,"sub-037",1,2,1,1,0,1,1,1,1,"in-group",83,13,"0",33,20
"16464",14,1,4,"different","1",41,31,"sub-037",4,3,0,1,0,0,1,0,1,"in-group",84,14,"1",91,41
